user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status
jssaini54634980,,ISupportFarmers,,2021-04-12 02:58:45,False,164,"Delhi police used teargas on on peaceful farmers who are protesting for their rights
#DelhiPolice_TorturingFarmers… https://t.co/YlB0Ex6Rs6",0,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 02:58:39,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/n7N8aDucEn",1,False
ShammiSekhon,🇨🇦Canada,Twitter Web App,,2021-04-12 02:58:39,True,10609,"#4
Politics · Trending
#DelhiPolice_TorturingFarmers
27.6K Tweets",5,False
Nishawan001,40 ਮੁਕਤਿਆਂ ਦੀ ਧਰਤੀ 🙏🙏,Twitter for Android,,2021-04-12 02:58:34,False,1720,"Inform my land &amp; children we did not give up 

A farmer is a magician who produce money from mud

We ain't giving u… https://t.co/ZuRc4txVDt",0,False
Manniepreet,,NoFoodNoFarmer,,2021-04-12 02:58:34,False,192,"Riot police attempt to clear farmers from Delhi protest camp
#DelhiPolice_TorturingFarmers
 The World is Watching https://t.co/IWNFVCHgVU",0,False
Parmind42619715,"ਮੋਹਾਲੀ,ਪੰਜਾਬ",Twitter for Android,,2021-04-12 02:58:29,False,564,"#DelhiPolice_TorturingFarmers

Stop your atrocities
Shame on @CPDelhi 
@capt_amarinder",1,False
gurjeetbeniwal,India,Twitter for Android,,2021-04-12 02:58:26,False,899,"One of the visuals showing the torturing mode to restrict farmers!

#DelhiPolice_TorturingFarmers https://t.co/qTEQueCsGn",0,False
SonnyJudge1,,NoFoodNoFarmer,,2021-04-12 02:58:23,False,561,Human rights violations in India against farmers must be condemned. The world is watching.… https://t.co/xEVLTpNNjy,0,False
SahilDuggal0023,Malaysia,Twitter for Android,,2021-04-12 02:58:20,True,89,"Use all the state machinery that you want.
Delhi police, ED, CBI etc
It just proves how scared you are of your own… https://t.co/m7rOcvDYWx",0,False
NauNihal2018,,ISupportFarmers,,2021-04-12 02:58:15,False,71,"Delhi police used teargas on on peaceful farmers who are protesting for their rights
#DelhiPolice_TorturingFarmers… https://t.co/Hvx7qb0PMW",0,False
SukheetJataana,Canada,NoFoodNoFarmer,,2021-04-12 02:58:12,False,494,"Delhi police continue to engage with BJP goons and threaten the farmers protest. 
#DelhiPolice_TorturingFarmers
 Ch… https://t.co/kpFG5qgRIa",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:58:11,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/qvqWu3EdHD,0,False
Manu6_k,"New Delhi, India",Twitter for Android,,2021-04-12 02:58:08,True,257,@hkp3003 You took an oath to serve people. You promised to be faithful &amp; serve the constitution of India w/ loyalty… https://t.co/aTDBS04byx,0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:58:04,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/EhLQNh9H7k,0,False
gill_psg,,ISupportFarmers,,2021-04-12 02:58:03,False,64,Delhi police arresting people from Punjab that does belong to their jurisdiction. Is Punjab Govt sleeping?… https://t.co/4PghZfMWFa,0,False
SahilDuggal0023,Malaysia,Twitter for Android,,2021-04-12 02:58:02,True,89,".@capt_amarinder Why Punjab Government allowed @CPDelhi to pick and detain Lakha Sidhana’s innocent cousin?
Is… https://t.co/lFqiahQO2c",0,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 02:58:00,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/euPfCiONQ5",1,False
ParminderSDhal3,,Twitter for Android,,2021-04-12 02:57:59,True,196,"Stop Harassing Farmers
#DelhiPolice_TorturingFarmers https://t.co/7PHcPHpDes",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:59,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/Dre3lC4NqW,0,False
jakariamolla91,,Twitter for Android,,2021-04-12 02:57:53,False,34,"@irfanterkheda Sick minded Sanghis Duggal Sahab Are you sleeping? 
Now no outrage on Maha Kumbh? 
Sahi Snan? 
#DelhiPolice_TorturingFarmers",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:53,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/M8lNdMGaTU,0,False
rajasthani03,,ISupportFarmers,,2021-04-12 02:57:52,False,23,"India farmer protests put police brutality and use of ‘lathis’ under spotlight
#DelhiPolice_TorturingFarmers
 Sad f… https://t.co/1olfK8kJBJ",0,False
Inspira18035189,5Aab,Twitter for Android,,2021-04-12 02:57:50,False,70,"Use Hashtag in the support of farmers .
#DelhiPolice_TorturingFarmers",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:47,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/HAqMxKWvy2,1,False
SahilDuggal0023,Malaysia,Twitter for Android,,2021-04-12 02:57:45,True,89,.@DGPPunjabPolice was the permission taken by @CPDelhi to abduct and use 3rd degrees to interrogate a domicile of P… https://t.co/3urLaSNjhL,0,False
Manu6_k,"New Delhi, India",Twitter for Android,,2021-04-12 02:57:45,True,257,@Bhupinderq33n @Tractor2twitr @navdeepsingh_77 @gillsukhmani111 @HarshKumarBhal1 @Monica_Gill1 @MahuaMoitra… https://t.co/BkjBGgPeiV,1,False
harmeetxsingh,"New Delhi, India",Twitter for iPhone,,2021-04-12 02:57:45,False,143,"Keep supporting farmers !!
#DelhiPolice_TorturingFarmers",0,False
karanB698,"Brampton, Ontario",Twitter for iPhone,,2021-04-12 02:57:44,False,28,We ll never forget how police brutality beat our brothers nd sister in delhi..  we ll fight until we ll get justice… https://t.co/2iRNQQ6cge,0,False
Bikramj69764422,,Twitter for iPhone,,2021-04-12 02:57:43,False,208,"'Shameful' and 'Disgusting' act by Delhi Police...!!!!!

#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/3ZRLElZjuw",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:42,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/HifvgxsK9u,0,False
BhagwantSandh12,,ISupportFarmers,,2021-04-12 02:57:42,False,94,Delhi police using tear gas on farmers. So many farmers were injured as police hit them on face. Police used expire… https://t.co/91CCoQQK1n,0,False
TutSimran,"California, 🇺🇸",Twitter for iPhone,,2021-04-12 02:57:37,False,60,"@manugill45 @Iamjazzie96 I condemn their Heinous Acts
Delhi Police Violated Human Rights… https://t.co/L7xz41Jqdm",1,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:35,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/TgySrxifVy,0,False
navin4nation,India,Twitter for Android,,2021-04-12 02:57:33,False,2278,@DS_SPSSM @Nikhil4INDI @NaseebHindustan @navdeepsingh_77 @rural_HR @ramanmann1974 @pb07cheema @vijaypks51… https://t.co/7vrmGcKtxe,1,False
kiranjattsandhu,"Portage, MI",ISupportFarmers,,2021-04-12 02:57:30,False,69,"""Was Tortured"": Man Captured By Farmers, Accused Of Planning To Disrupt Tractor Rally
#DelhiPolice_TorturingFarmers… https://t.co/YEL8AONxZb",2,False
Harpree04229949,,Twitter for Android,,2021-04-12 02:57:29,False,40,"@MahuaMoitra Work only for two...
#hum_do_hmare_do 
#FarmersProtest #Farmers_vs_BikauModi… https://t.co/sPnFDAzflg",1,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:29,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/mveR9knD4d,0,False
SahilDuggal0023,Malaysia,Twitter for Android,,2021-04-12 02:57:26,True,89,"Post 26th January incidents, Ranjit Singh was abducted by @CPDelhi from protest sites while he was trying to save w… https://t.co/3J8nnldkju",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:24,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/W11yqaB5AY,0,False
NavJammu,,Twitter for iPhone,,2021-04-12 02:57:21,True,1022,"@baljindr5891 Well said 

#DelhiPolice_TorturingFarmers",0,False
FARMERS24X7,,Twitter for Android,,2021-04-12 02:57:20,False,15,"@narendramodi So which jmaat is BJP now ?
If tablighi jmaat was talibani jmaat as oer media there should be one nam… https://t.co/djRYeGrmSt",1,False
kaurraman00,,ISupportFarmers,,2021-04-12 02:57:20,False,152,"Police silencing the farmers by torturing them.
#DelhiPolice_TorturingFarmers
 Farmers against injustice. https://t.co/tC4uqMUfqT",0,False
Manu6_k,"New Delhi, India",Twitter for Android,,2021-04-12 02:57:19,True,257,"@Kisanektamorcha @capt_amarinder He is lakha sidhana's brother,Delhi police kidnapped him last night and brutally… https://t.co/A3y1eZBAbm",2,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:19,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/p4XS21Q79E,0,False
pavi2aujla,India,Twitter for Android,,2021-04-12 02:57:16,True,356,Shame on india  #DelhiPolice_TorturingFarmers https://t.co/WGAFnsgQ2j,0,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 02:57:14,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/4OWIsYLUlU",3,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:12,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/AVMk7JI0tS,0,False
Naveen_great1,,Twitter Web App,,2021-04-12 02:57:12,False,17,"#DelhiPolice_TorturingFarmers
@Kisanektamorcha 
 
Shame 
How sbi loots  common man to compensate  willful defaulter… https://t.co/is1RMBvkvN",0,False
butterfly0o0o0,,Twitter for iPhone,,2021-04-12 02:57:10,False,259,"I was gonna love the cat until I remembered she looks exactly like you 🤢@KanganaTeam 
#DelhiPolice_TorturingFarmers https://t.co/txs0ZlpGgR",5,False
deeprana1007,,ISupportFarmers,,2021-04-12 02:57:08,False,71,Human rights violations in India against farmers must be condemned. The world is watching.… https://t.co/jNrWmm76EA,0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:07,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/gmEmaoUkfV,0,False
ParminderSDhal3,,Twitter for Android,,2021-04-12 02:57:04,True,196,"Shameful Act by Delhi Police
#DelhiPolice_TorturingFarmers https://t.co/HkkdwHmpPv",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:57:02,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/1MF3O1Qi4r,0,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 02:57:01,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/Pj8DFyWie0",0,False
Rupinde82940926,Patiala punjab india,Twitter for Android,,2021-04-12 02:56:59,False,25,"Today Hashtag 
Retweet 

#DelhiPolice_TorturingFarmers",0,False
judge_rupinder,,ISupportFarmers,,2021-04-12 02:56:57,False,56,"Peaceful protesters scare Delhi Police. 
#DelhiPolice_TorturingFarmers
 I support farmers!!! https://t.co/4NoOkhjxLe",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:56:57,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/TZO375NiR5,0,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 02:56:53,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/nhkcv1jplQ",1,False
MDhill0n,,Twitter for Android,,2021-04-12 02:56:51,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/y1zEJXxCe4,0,False
Manu6_k,"New Delhi, India",Twitter for Android,,2021-04-12 02:56:49,True,257,"@Its_mannkaur Inform my land &amp; children we did not give up 

A farmer is a magician who produce money from mud

We… https://t.co/KmRlNTe9Qi",0,False
jssaini54634980,,ISupportFarmers,,2021-04-12 02:56:45,False,164,"India farmer protests put police brutality and use of ‘lathis’ under spotlight
#DelhiPolice_TorturingFarmers
 I sup… https://t.co/WNV6UZs2gd",1,False
MDhill0n,,Twitter for Android,,2021-04-12 02:56:45,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/EGmruL1Hu9,1,False
JinderKamboj2,India,Twitter for Android,,2021-04-12 02:56:45,False,5330,"Today’s tagline 

#DelhiPolice_TorturingFarmers",1,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 02:56:42,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/DQ63x0c52u",1,False
The_Secret000,,Twitter for Android,,2021-04-12 02:56:38,False,266,"Because u choose ur ruler.

First improve your conscience, then fight for change
#DelhiPolice_TorturingFarmers",1,False
The_Secret000,,Twitter for Android,,2021-04-12 02:56:36,False,266,No one can harm us without our permission. We ourselves give them permit to torture us. We used to cast our vote bl… https://t.co/ASlITHayXi,1,False
Manniepreet,,NoFoodNoFarmer,,2021-04-12 02:56:35,False,192,"Delhi police is targeting elderly farmers rather than the true criminals of India. 
#DelhiPolice_TorturingFarmers… https://t.co/HkBF9535ix",1,False
MDhill0n,,Twitter for Android,,2021-04-12 02:56:33,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/qj4WofombJ,1,False
MDhill0n,,Twitter for Android,,2021-04-12 02:56:27,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/wnABDQXgUV,1,False
surjeets3s,,Twitter for Android,,2021-04-12 02:56:24,False,256,"trending @ no.4 with 25k+ tweets
#DelhiPolice_TorturingFarmers
bye..",3,False
SonnyJudge1,,NoFoodNoFarmer,,2021-04-12 02:56:24,False,561,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 I Support Farmers! https://t.co/qnrvekhrMo",0,False
SahilDuggal0023,Malaysia,Twitter for Android,,2021-04-12 02:56:20,True,89,"Jallianwalan bagh went down as a black day in history when British Police tortured protesting Indians.
But even his… https://t.co/zW5PgpjbXZ",0,False
preetjaikaur,"Ontario, Canada",Twitter for Android,,2021-04-12 02:56:18,True,2451,"Today Hashtag
#DelhiPolice_TorturingFarmers",10,False
karanvirk77,👑 ਪੰਜ-ਆਬ 👑 ⚔️Sikh Empire⚔️,Twitter for Android,,2021-04-12 02:56:16,False,992,I am a person who is unhappy with things as they stand. We cannot accept the world as it is. Each day we should wak… https://t.co/wOabjMHvoV,5,False
KingKisshor,,Twitter for iPhone,,2021-04-12 02:56:15,False,5,"@deep_khushdeep More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culpr… https://t.co/7XtpSklC9g",0,False
NauNihal2018,,ISupportFarmers,,2021-04-12 02:56:14,False,71,This is human rights violation. Beating a farmers because he was protecting women from BJP goons… https://t.co/QVVLQJMbBy,0,False
SukheetJataana,Canada,NoFoodNoFarmer,,2021-04-12 02:56:13,False,494,"Delhi police is targeting elderly farmers rather than the true criminals of India. 
#DelhiPolice_TorturingFarmers… https://t.co/0H5pipVsqy",0,False
farmer3630,,Twitter for Android,,2021-04-12 02:56:07,True,983,"No farmers No Food
#DelhiPolice_TorturingFarmers https://t.co/2GAHSpnFlv",1,False
KingKisshor,,Twitter for iPhone,,2021-04-12 02:56:03,False,5,"@jssaini54634980 More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culp… https://t.co/ofrUHAIer6",0,False
gill_psg,,ISupportFarmers,,2021-04-12 02:56:03,False,64,The current Indian administration is condoning violence against farmers. The world is watching.… https://t.co/1lekJffuFA,0,False
rajasthani03,,ISupportFarmers,,2021-04-12 02:55:51,False,23,Delhi police using tear gas on farmers. So many farmers were injured as police hit them on face. Police used expire… https://t.co/i3IC2S2cL4,0,False
KingKisshor,,Twitter for iPhone,,2021-04-12 02:55:50,False,5,"@SinghPunni More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culprits,… https://t.co/m0GPUR6umN",0,False
nalaikjatt,"Amritsar, India",Twitter Web App,,2021-04-12 02:55:48,False,45,Delhi police torturing farmers and supporters because rss/bjp is not able to break spirit of protesting farmers. We… https://t.co/vqipXv27oQ,0,False
MujeebrehmanUr,,Twitter Web App,,2021-04-12 02:55:46,False,147,"𝗧𝗵𝗲 𝗘𝘆𝗲𝘀 Are Useless, 𝗪𝗵𝗲𝗻 The Mind is 𝗕𝗹𝗶𝗻𝗱.

#FarmersProtest 
#DelhiPolice_TorturingFarmers https://t.co/SiYZmsEhuo",0,False
SahilDuggal0023,Malaysia,Twitter for Android,,2021-04-12 02:55:40,True,89,If @capt_amarinder and @PunjabPoliceInd had approved Delhi Police to abduct and torture Lakha Sidhana’s innocent br… https://t.co/NDemBSuLHv,0,False
BhagwantSandh12,,ISupportFarmers,,2021-04-12 02:55:40,False,94,"Police silencing the farmers by torturing them.
#DelhiPolice_TorturingFarmers
 Inquilab zindabaad!!!!!! https://t.co/46AA4Yqiqd",0,False
Pardeep12651785,,Twitter for Android,,2021-04-12 02:55:36,False,99,Today hashtag #DelhiPolice_TorturingFarmers,0,False
Gurbaaj12,Panjab ,Twitter for Android,,2021-04-12 02:55:34,False,585,"Be a patriot &amp; support farmers.
#DelhiPolice_TorturingFarmers",0,False
FARMERS24X7,,Twitter for Android,,2021-04-12 02:55:30,False,15,@narendramodi Tablighi jmaat was called talibani jmaat what name should we give to ur rallies in these time of covi… https://t.co/FnYWr7TiuQ,0,False
kiranjattsandhu,"Portage, MI",ISupportFarmers,,2021-04-12 02:55:29,False,69,International organisations support Indians farmers: NYT carries full page declaration… https://t.co/fIWBrmklsl,0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:55:27,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/hCjW5ydwuT,0,False
SahilDuggal0023,Malaysia,Twitter for Android,,2021-04-12 02:55:22,True,89,"Before it becomes a norm, @capt_amarinder You need to take serious legal action against @DGPPunjabPolice for abduct… https://t.co/zrLb9gdcOA",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:55:20,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/ejuoqzc1Qs,0,False
kaurraman00,,ISupportFarmers,,2021-04-12 02:55:18,False,152,"Hospitalised farmer alleges torture by Sathankulam cops

#DelhiPolice_TorturingFarmers
 Farmers against injustice. https://t.co/TK7GfijrNc",0,False
farmer3630,,Twitter for Android,,2021-04-12 02:55:14,True,983,"No farmers No Food, 😝
#DelhiPolice_TorturingFarmers https://t.co/c8k7liVFn9",1,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 02:55:13,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/bB1edTWX3p",0,False
karanB698,"Brampton, Ontario",Twitter for iPhone,,2021-04-12 02:55:13,False,28,If fighting for nd rising our voice for our rights is a CRIME IN INDIA we ll commit it until we win... we support f… https://t.co/p8xRmzBlEp,0,False
theprateeek,India ♥️,Twitter for iPhone,,2021-04-12 02:55:12,True,2,"May be “ they are doing their duty?

But “ please don’t torture Farmers unnecessary”

“ भारत माँ हैं, हर किसान माँ… https://t.co/AId26b1YSY",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:55:11,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/CiODTefmB2,0,False
SinghPunni,"Bathinda, India",Twitter for Android,,2021-04-12 02:55:08,False,417,Delhi Police arrested some farmers while they were shopping for groceries. False charges being imposed on them.… https://t.co/UxbJz5ghOl,0,False
deeprana1007,,ISupportFarmers,,2021-04-12 02:55:07,False,71,"""Was Tortured"": Man Captured By Farmers, Accused Of Planning To Disrupt Tractor Rally
#DelhiPolice_TorturingFarmers… https://t.co/VLlNILTusK",0,False
Hydraty1,,Twitter Web App,,2021-04-12 02:55:07,False,330,"2rs Paid Sanghi proved himself 
Shame on you #DelhiPolice_TorturingFarmers 
Shame on you… https://t.co/8L1MI0YxKq",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:55:06,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/B1rnm8cbvg,0,False
SahilDuggal0023,Malaysia,Twitter for Android,,2021-04-12 02:55:03,True,89,"#DoYouKnow

@DelhiPolice had arrested some farmers while they were shopping for groceries.
False charges were impos… https://t.co/Jw9w5flvKp",0,False
GS6415,,Twitter for iPhone,,2021-04-12 02:55:03,False,97,"Shame on you @DelhiPolice @HaryanaPolice27 , thanks for “buried”jaiJWAN-jaiKISSAN”      ,, we will forget your role… https://t.co/Bh20OaXAtO",0,False
MDhill0n,,Twitter for Android,,2021-04-12 02:55:00,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/Azu0pHLJo2,2,False
NadeemSajad4,,Twitter Web App,,2021-04-12 02:55:00,False,132,"This is how the police punish poor people who roam without masks and break the rules.

#CoronaCurfew… https://t.co/JkxmcRmA5W",2,False
judge_rupinder,,ISupportFarmers,,2021-04-12 02:54:57,False,56,"Delhi police beating the farmers for peaceful protest.
#DelhiPolice_TorturingFarmers
 I support farmers!!! https://t.co/eOGkRgfT1B",2,False
Manpre59,"Banga, India",Twitter for Android,,2021-04-12 02:54:56,False,388,"@MalikAvni Thanks dear I'm supporting from Dubai .

#FarmersProtest 
#DelhiPolice_TorturingFarmers",2,False
SinghPunni,"Bathinda, India",Twitter for Android,,2021-04-12 02:54:55,False,417,Who's provoking violence here??? Remember who attacked'em?? #DelhiPolice_TorturingFarmers https://t.co/8B3uPVL2jy,11,False
MDhill0n,,Twitter for Android,,2021-04-12 02:54:49,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/kv4xkqDx05,2,False
KingKisshor,,Twitter for iPhone,,2021-04-12 02:54:47,False,5,"@SonnyJudge1 More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culprits… https://t.co/BeEmaWqyVu",2,False
jssaini54634980,,ISupportFarmers,,2021-04-12 02:54:46,False,164,Delhi police arresting people from Punjab that does belong to their jurisdiction. Is Punjab Govt sleeping?… https://t.co/87egp4ffV0,1,False
MDhill0n,,Twitter for Android,,2021-04-12 02:54:43,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/uTsaIqdGj2,5,False
Manniepreet,,NoFoodNoFarmer,,2021-04-12 02:54:34,False,192,"The Government is not interested in stopping torture by the police
#DelhiPolice_TorturingFarmers
 The World is Watc… https://t.co/ZAZc0G1Y6s",4,False
SinghPunni,"Bathinda, India",Twitter for Android,,2021-04-12 02:54:34,False,417,Delhi police using force to beat the farmers. They took some farmers to jail and registered false cases on them.… https://t.co/np5JLWgVNX,1,False
KingKisshor,,Twitter for iPhone,,2021-04-12 02:54:33,False,5,"@nalaikjatt More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culprits,… https://t.co/nl5VTevGRd",1,False
deep_khushdeep,,Twitter for iPhone,,2021-04-12 02:54:32,False,213,"Today's tagline 

 #DelhiPolice_TorturingFarmers",1,False
KULVEER29653138,Hatepur,Twitter Web App,,2021-04-12 02:54:31,False,395,"This is era of corruption, if you have money, your all illegal work is right &amp; sign of juctice. 
otherwise you are… https://t.co/C5vOmcirMy",1,False
KingKisshor,,Twitter for iPhone,,2021-04-12 02:54:26,False,5,"@imgurjantvirk More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culpri… https://t.co/RLTf9rmfhQ",1,False
SonnyJudge1,,NoFoodNoFarmer,,2021-04-12 02:54:24,False,561,"This brutality of Delhi police must stop. 
#DelhiPolice_TorturingFarmers
 I Support Farmers! https://t.co/GtoGb9lYjV",3,False
KingKisshor,,Twitter for iPhone,,2021-04-12 02:54:15,False,5,"@japneetxkaur More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culprit… https://t.co/pfymuMOwbd",1,False
MDhill0n,,Twitter for Android,,2021-04-12 02:54:14,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/SZ3DXCpLf9,1,False
SukheetJataana,Canada,NoFoodNoFarmer,,2021-04-12 02:54:13,False,494,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 Chardi Kala !! https://t.co/E46DAaoqp7",1,False
NauNihal2018,,ISupportFarmers,,2021-04-12 02:54:12,False,71,"BJP goons pelting stones on farmers in presence of Delhi police. Shame Delhi police.
#DelhiPolice_TorturingFarmers… https://t.co/ovxGJKR88R",3,False
MDhill0n,,Twitter for Android,,2021-04-12 02:54:08,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/GjVgRFaqg1,1,False
KingKisshor,,Twitter for iPhone,,2021-04-12 02:54:05,False,5,"@jssaini54634980 More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culp… https://t.co/fyTTqpHNw7",1,False
MDhill0n,,Twitter for Android,,2021-04-12 02:54:03,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/iiYiIqDtpE,1,False
gill_psg,,ISupportFarmers,,2021-04-12 02:54:01,False,64,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 Police to protect, not t… https://t.co/JpbgDhGRLr",1,False
nalaikjatt,"Amritsar, India",Twitter Web App,,2021-04-12 02:53:56,False,45,#DelhiPolice_TorturingFarmers because of successful ongoing #FarmersProtest https://t.co/uVtURXGPXk,2,False
MDhill0n,,Twitter for Android,,2021-04-12 02:53:56,False,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/mAYxguDjKq,1,False
rajasthani03,,ISupportFarmers,,2021-04-12 02:53:50,False,23,"Delhi police beating and torturing the farmers. 
#DelhiPolice_TorturingFarmers
 Sad for democratic country https://t.co/lAUb6GgSO3",1,False
KingKisshor,,Twitter for iPhone,,2021-04-12 02:53:40,False,5,"@Parm1295 More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culprits, D… https://t.co/hWIHa9uIq9",1,False
BhagwantSandh12,,ISupportFarmers,,2021-04-12 02:53:39,False,94,"""Was Tortured"": Man Captured By Farmers, Accused Of Planning To Disrupt Tractor Rally
#DelhiPolice_TorturingFarmers… https://t.co/3DjANSrkPd",1,False
